X1,X2,X3
-0.3057294637456457,-0.3406373327696549,-0.18816432480651868
0.03436830517481625,-0.051810182683063824,0.19095600329075418
0.1569455359234385,0.42669040445701123,0.07940205141481901
-0.1411611680478265,-0.0981011205221411,0.38005598122807915
0.27626359791049976,-0.20805776773474138,-0.24488748767616958
0.41981262975367684,-0.23116606402695217,0.8617402829659027
-0.5059529792078269,0.4074082150081709,-0.49884943380869257
0.34665162086582013,0.21534125028628456,-0.5872183317522074
-0.4822890190621105,-0.13778664350752656,-0.2051705845975789
0.273214154897995,-0.11810049348388363,-0.052521685887233785
-0.07032125394240905,-0.516007143557738,-0.052311575238601575
-0.2747562072891555,-0.06356456092750547,0.1658359547554742
-0.36198486636758215,0.2773746695199085,0.23048762140143159
0.009300310421852018,-0.40649218346863913,0.1253766985062089
-0.4041940473000242,0.18546173858505827,-0.04190171654931446
0.3118066801961709,0.09677530822640522,0.31826129720007046
-0.0794453170073838,0.28505819533862703,0.02308803385673522
0.3827395972918543,-0.12916306872913003,-0.06505747264281347
-0.7231162659713692,0.02937502205048244,0.2369861565214209
-0.43761624477883987,0.24464907127753474,0.08462008948194942
-0.43639464661764915,0.07546987246619763,-0.22377201930356255
0.23244892099521258,0.11921091059054417,0.1723036865996292
-0.21109641046712124,-0.08156818043324077,-0.5492120260156357
0.026966790549533624,-0.054981933801918785,-0.43340396783515206
0.1687013272212585,-0.13341697835061567,-0.055172687850358115
-0.0833308549331351,0.004541763865036798,0.3608553630718472
-0.26655653172941307,-0.011427053083427653,0.06627272522481484
0.7435878863233316,-0.06799776758189481,0.04917984977541742
0.27627047805982025,-0.4378870180278433,-0.0706202616909034
0.11212425732939228,-0.29621097252471074,0.238547499346497
-0.14225653059862214,-0.03148569865650479,0.12078702094658053
-0.6920298927247974,0.2118698684317801,0.11933862972484405
0.40388627492740903,-0.19202207938012703,0.2921585951304495
0.3972557740682853,-0.12180643203674493,0.02011184917456646
-0.25891901259281414,-0.02636932527012904,-0.1410513955587424
-0.3923825315104803,0.17270965616508646,0.2626114187118691
0.3734570206147561,0.3098925496689674,0.18363165419179933
-0.4705858467777405,0.037451414043172454,-0.42030998836583056
-0.14109055750406005,-0.016086142935886283,0.5508766629901886
0.2448394863827463,-0.17413566136603995,-0.20988882593219907
0.07906179774364236,0.05950620382347109,-0.008033864699760765
-0.21207145084078205,-0.07467710760240971,-0.2570986443147345
-0.30011236962622434,0.012900654498010315,-0.1638250876861428
-0.25032319602835407,-0.19205422433017602,0.16532271229046414
0.3532947824310953,0.19632019708751983,0.05992641047171464
-0.08351637304248039,-0.09717472803811486,-0.1963415839708179
0.2312594238540751,-0.3198070523673876,0.0679699313140818
-0.07580302206878829,-0.024601546283673222,0.4438868365095716
0.3321537196511155,-0.23560029126185567,-0.2652232052807819
-0.4302592455741453,0.08797922635868378,-0.2469829581412891
-0.2442111633858382,0.2436075895484877,-0.5154607967317748
-0.3884105282963202,0.09028360653267561,-0.39310157230699916
-0.6163952542336897,-0.04709185972351354,0.2696998502202457
0.32239862092047267,-0.1798817918733574,-0.28923680840103566
-0.24383384845045916,-0.11169075966562324,-0.02347597189627143
-0.2557201111531969,0.40251597095449293,-0.2894489804550851
-0.5649032762562652,0.1931634650199325,0.08311767015267099
-0.49519801220076076,-0.21395132531662656,-0.6371483104167972
0.33149918400616846,-0.19949613243912745,-0.4618574673939853
0.3017619733575285,0.06025832780461311,-0.0991179787796106
-0.12931947862242837,0.006721538648869346,-0.5663613303516846
0.3531063476304126,0.009899815641256304,-0.3883024862350501
-0.3236066550056996,0.11053970072531606,-0.21525311755871307
0.43019671133700865,-0.22196931750406007,-0.09302643960268094
0.03933060628398494,-0.16734021181476638,-0.4450667394279553
0.11572388739987476,0.1890776747478509,-0.5672047713550249
-0.14685044361889127,0.05450687553113562,-0.46031798980425775
0.10404918794912757,-0.056170592840201684,-0.16225568728270867
-0.11182642560687894,-0.02571677018610001,0.26127696761352476
0.46354710647087055,0.11997319076328458,0.3784694521644869
-0.3747623213888944,0.05328874937583464,0.01470638081697831
0.07416851089737109,-0.13761484109093078,-0.22129687099097609
-0.3306364609244928,-0.2340364122923446,-0.032673719464140105
-0.3057409480226904,0.15033263689878407,-0.14552798770561845
-0.22367929071070156,-0.24354834522745195,-0.4204140212284776
0.41223902581431554,0.39509786964046373,-0.1959854930608419
-0.057362642711610984,-0.2307525056905199,-0.47225614230687507
-0.1933057047011712,-0.1260022479479403,-0.3928675402295699
-0.10562747894217833,0.20784928985063097,-0.2777077511487738
0.4964113680247853,0.27875296764010526,0.054647706111883375
-0.4800009725806474,0.008978164860463052,-0.02743781250547954
