X1,X2,X3
0.42806701464034974,-0.15217496864406282,0.0519240701853122
0.4394537805697598,-0.1690765450762784,0.05321923159123218
0.028926905152305046,0.2979813396020097,0.3778705000581555
0.11954009318388534,0.1575021608992145,-0.11473099717445245
-0.09141816446462406,-0.10077815591129859,-0.21864438044262657
0.30745545711619937,-0.08637956221692843,0.22407094642391934
0.24405636036553993,-0.37741138793300344,0.04433794727112744
-0.10047543014410848,-0.046491583425758265,0.10629921335925396
-0.38781471284974084,0.20287385612376369,0.006863289996904998
-0.10358000026680905,-0.29731134745356486,0.2229186523192363
0.24987758026110013,0.13564806813575178,0.3068760459955173
-0.40161870734109084,0.07078216619938126,0.291369350304015
-0.39027840723881035,0.2084936429419614,-0.26389862539702763
0.054552103421795645,-0.09447081042840702,-0.37701209871875624
0.17328520395875718,0.02148510535376852,-0.4348370676419899
-0.2295960696707057,0.17893811490817693,-0.0006105907221473205
-0.09050591778566369,0.05519921510816704,0.07047824807674588
-0.23286656392808736,0.08719172938678547,-0.12099516642612826
-0.41758781233519804,-0.059659562028978826,-0.3529658046398335
0.12695262358206216,-0.04021418735475471,-0.21748277145663225
0.3946423975509118,-0.09758215094845704,-0.42276447893430463
0.3109646162833728,0.0033218792130456256,0.2611764682607589
0.17500340356857286,-0.00835782996038692,0.09196376148438272
0.01367815195214428,-0.04973406310325074,0.22016314792452674
-0.38106756806235936,-0.32027375840629324,-0.10072393558747379
0.7022656778391785,-0.21665086551079277,0.35713366529017254
-0.2701907021355444,-0.023028869616147342,0.3300331674863288
0.349336091639307,0.15496316689474995,-0.18282711054557635
0.29877281762149555,-0.1404463492364927,-0.2782035353754446
0.008156901030328567,-0.08909011270114534,0.2211317307947629
0.17360770564596295,-0.019286716808684348,-0.22315382993966795
-0.34701574047653105,0.12632110205544772,-0.19679424039530846
-0.6005753622629458,0.22665767081105423,0.5383145192825809
-0.36262988001664387,0.027392237356701862,0.11127731577089071
-0.0054203543483856455,-0.011765522256267376,-0.42942486819378556
-0.218485749398761,-0.12736409265899024,0.0264589490441903
0.37125230475006793,0.04352327144309674,-0.015724335712874876
